State,District,Year,Quarter,Registered_Users,App_Open_Count
Chhattisgarh,Janjgir Champa,2023,1,476533,19351922
Chhattisgarh,Jashpur,2023,1,158413,36166820
Chhattisgarh,Balod,2023,1,168030,17836497
Chhattisgarh,Kabirdham,2023,1,154630,19575041
Chhattisgarh,Surguja,2023,1,237340,29026056
Chhattisgarh,Dantewada,2023,1,69509,7095008
Chhattisgarh,Gariyaband,2023,1,99065,15884449
Chhattisgarh,Durg,2023,1,773280,18019736
Chhattisgarh,Rajnandgaon,2023,1,317976,43569296
Chhattisgarh,Raipur,2023,1,1260366,44958888
Chhattisgarh,Narayanpur,2023,1,27764,7805245
Chhattisgarh,Kanker,2023,1,161542,37735279
Chhattisgarh,Korea,2023,1,154793,25572535
Chhattisgarh,Mungeli,2023,1,111884,11229608
Chhattisgarh,Bilaspur,2023,1,651084,34174722
Chhattisgarh,Balrampur,2023,1,121253,43025749
Chhattisgarh,Bijapur,2023,1,56723,9955085
Chhattisgarh,Bemetara,2023,1,142329,19561616
Chhattisgarh,Bastar,2023,1,172235,24393291
Chhattisgarh,Kondagaon,2023,1,93464,27373044
Chhattisgarh,Mahasamund,2023,1,222989,27533045
Chhattisgarh,Dhamtari,2023,2,173844,19250064
Chhattisgarh,Korba,2023,2,401398,40545768
Chhattisgarh,Surajpur,2023,2,162267,27034784
Chhattisgarh,Baloda Bazar,2023,2,296661,32336642
Chhattisgarh,Sukma,2023,2,50690,9649561
Chhattisgarh,Raigarh,2023,2,511511,42756018
Chhattisgarh,Janjgir Champa,2023,2,497925,20831012
Chhattisgarh,Jashpur,2023,2,166222,45721536
Chhattisgarh,Balod,2023,2,175570,19306680
Chhattisgarh,Kabirdham,2023,2,161970,24406694
Chhattisgarh,Surguja,2023,2,248004,37924511
Chhattisgarh,Dantewada,2023,2,72600,9882841
Chhattisgarh,Gariyaband,2023,2,103917,18146706
Chhattisgarh,Durg,2023,2,803101,16283948
Chhattisgarh,Rajnandgaon,2023,2,332345,45626683
Chhattisgarh,Raipur,2023,2,1308762,47360752
Chhattisgarh,Narayanpur,2023,2,29067,7669787
Chhattisgarh,Kanker,2023,2,169234,34940544
Chhattisgarh,Korea,2023,2,161824,28631465
Chhattisgarh,Mungeli,2023,2,117278,12052105
Chhattisgarh,Bilaspur,2023,2,677776,36174150
Chhattisgarh,Balrampur,2023,2,127318,54840444
Chhattisgarh,Bijapur,2023,2,59368,11978542
Chhattisgarh,Bemetara,2023,2,149164,18263794
Chhattisgarh,Bastar,2023,2,179858,26584711
Chhattisgarh,Kondagaon,2023,2,98296,27888782
Chhattisgarh,Mahasamund,2023,2,233538,33023181
Chhattisgarh,Dhamtari,2023,3,180986,23509731
Chhattisgarh,Korba,2023,3,418027,52055278
Chhattisgarh,Surajpur,2023,3,169268,39203076
Chhattisgarh,Baloda Bazar,2023,3,309128,35764441
Chhattisgarh,Sukma,2023,3,52904,19292109
Chhattisgarh,Raigarh,2023,3,532938,54100309
Chhattisgarh,Janjgir Champa,2023,3,518847,23141368
Chhattisgarh,Jashpur,2023,3,173782,51864491
Chhattisgarh,Balod,2023,3,182908,17108716
Chhattisgarh,Kabirdham,2023,3,169090,41298090
Chhattisgarh,Surguja,2023,3,258533,49098709
Chhattisgarh,Dantewada,2023,3,75691,11437272
Chhattisgarh,Gariyaband,2023,3,108470,27738384
Chhattisgarh,Durg,2023,3,834591,18459615
Chhattisgarh,Rajnandgaon,2023,3,346368,65235555
Chhattisgarh,Raipur,2023,3,1360842,53194674
Chhattisgarh,Narayanpur,2023,3,30277,13506662
Chhattisgarh,Kanker,2023,3,176464,61813959
Chhattisgarh,Korea,2023,3,168739,35822474
Chhattisgarh,Mungeli,2023,3,122300,12867633
Chhattisgarh,Bilaspur,2023,3,705698,41412746
Chhattisgarh,Balrampur,2023,3,133080,58288320
Chhattisgarh,Bijapur,2023,3,61882,12290256
Chhattisgarh,Bemetara,2023,3,155580,22507594
Chhattisgarh,Bastar,2023,3,187517,39150849
Chhattisgarh,Kondagaon,2023,3,102482,36065803
Chhattisgarh,Mahasamund,2023,3,243585,35358784
Chhattisgarh,Dhamtari,2023,4,187596,11590729
Chhattisgarh,Korba,2023,4,432504,26458366
Chhattisgarh,Surajpur,2023,4,175209,15489916
Chhattisgarh,Baloda Bazar,2023,4,320644,21004953
Chhattisgarh,Sukma,2023,4,54925,3237406
Chhattisgarh,Raigarh,2023,4,552165,38934818
Chhattisgarh,Janjgir Champa,2023,4,537936,35293134
Chhattisgarh,Jashpur,2023,4,180117,13966734
Chhattisgarh,Balod,2023,4,189543,9635797
Chhattisgarh,Kabirdham,2023,4,175290,13594389
Chhattisgarh,Surguja,2023,4,267755,20807630
Chhattisgarh,Dantewada,2023,4,78612,5003301
Chhattisgarh,Gariyaband,2023,4,112313,9568918
Chhattisgarh,Durg,2023,4,863802,35781322
Chhattisgarh,Rajnandgaon,2023,4,359246,28778515
Chhattisgarh,Raipur,2023,4,1407537,96962040
Chhattisgarh,Narayanpur,2023,4,31413,2581451
Chhattisgarh,Kanker,2023,4,183033,12440036
Chhattisgarh,Korea,2023,4,174532,11322922
Chhattisgarh,Mungeli,2023,4,126582,10916185
Chhattisgarh,Bilaspur,2023,4,729941,47329844
Chhattisgarh,Balrampur,2023,4,137822,15369727
Chhattisgarh,Bijapur,2023,4,64355,3182658
Chhattisgarh,Bemetara,2023,4,161344,12116213
Chhattisgarh,Bastar,2023,4,194070,17832127
Chhattisgarh,Kondagaon,2023,4,106147,8833388
Chhattisgarh,Mahasamund,2023,4,252583,17091714
Dadra And Nagar Haveli And Daman And Diu,Diu,2018,1,2553,0
Dadra And Nagar Haveli And Daman And Diu,Daman,2018,1,18677,0
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2018,1,32028,0
Dadra And Nagar Haveli And Daman And Diu,Diu,2018,2,3229,0
Dadra And Nagar Haveli And Daman And Diu,Daman,2018,2,25144,0
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2018,2,43085,0
Dadra And Nagar Haveli And Daman And Diu,Diu,2018,3,3830,0
Dadra And Nagar Haveli And Daman And Diu,Daman,2018,3,32651,0
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2018,3,55626,0
Dadra And Nagar Haveli And Daman And Diu,Diu,2018,4,4609,0
Dadra And Nagar Haveli And Daman And Diu,Daman,2018,4,42069,0
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2018,4,69833,0
Dadra And Nagar Haveli And Daman And Diu,Diu,2019,1,5452,0
Dadra And Nagar Haveli And Daman And Diu,Daman,2019,1,51093,0
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2019,1,83987,0
Dadra And Nagar Haveli And Daman And Diu,Diu,2019,2,6193,22979
Dadra And Nagar Haveli And Daman And Diu,Daman,2019,2,58005,323345
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2019,2,94382,514362
Dadra And Nagar Haveli And Daman And Diu,Diu,2019,3,6746,73017
Dadra And Nagar Haveli And Daman And Diu,Daman,2019,3,64854,1168620
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2019,3,105329,1884552
Dadra And Nagar Haveli And Daman And Diu,Diu,2019,4,7323,91107
Dadra And Nagar Haveli And Daman And Diu,Daman,2019,4,72470,1415107
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2019,4,117805,2264329
Dadra And Nagar Haveli And Daman And Diu,Diu,2020,1,7912,98466
Dadra And Nagar Haveli And Daman And Diu,Daman,2020,1,80329,1550484
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2020,1,130255,2546172
Dadra And Nagar Haveli And Daman And Diu,Diu,2020,2,8795,90682
Dadra And Nagar Haveli And Daman And Diu,Daman,2020,2,90016,1640768
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2020,2,146003,2773677
Dadra And Nagar Haveli And Daman And Diu,Diu,2020,3,9655,102606
Dadra And Nagar Haveli And Daman And Diu,Daman,2020,3,98108,1480490
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2020,3,160183,2838403
Dadra And Nagar Haveli And Daman And Diu,Diu,2020,4,10550,147153
Dadra And Nagar Haveli And Daman And Diu,Daman,2020,4,108511,2123263
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2020,4,177432,3926020
Dadra And Nagar Haveli And Daman And Diu,Diu,2021,1,11406,156639
Dadra And Nagar Haveli And Daman And Diu,Daman,2021,1,117728,2573284
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2021,1,192262,4572539
Dadra And Nagar Haveli And Daman And Diu,Diu,2021,2,12220,117626
Dadra And Nagar Haveli And Daman And Diu,Daman,2021,2,126258,1622978
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2021,2,206516,3322379
Dadra And Nagar Haveli And Daman And Diu,Diu,2021,3,13167,181641
Dadra And Nagar Haveli And Daman And Diu,Daman,2021,3,135976,2278101
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2021,3,222731,4702992
Dadra And Nagar Haveli And Daman And Diu,Diu,2021,4,14047,295151
Dadra And Nagar Haveli And Daman And Diu,Daman,2021,4,145806,5114006
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2021,4,239110,9600298
Dadra And Nagar Haveli And Daman And Diu,Diu,2022,1,14964,143766
Dadra And Nagar Haveli And Daman And Diu,Daman,2022,1,155029,799218
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2022,1,254577,2967808
Dadra And Nagar Haveli And Daman And Diu,Diu,2022,2,15811,229397
Dadra And Nagar Haveli And Daman And Diu,Daman,2022,2,163861,633374
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2022,2,269344,3023521
Dadra And Nagar Haveli And Daman And Diu,Diu,2022,3,16665,180045
Dadra And Nagar Haveli And Daman And Diu,Daman,2022,3,173219,567477
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2022,3,284923,3090359
Dadra And Nagar Haveli And Daman And Diu,Diu,2022,4,17427,445207
Dadra And Nagar Haveli And Daman And Diu,Daman,2022,4,182481,7951596
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2022,4,300217,15669967
Dadra And Nagar Haveli And Daman And Diu,Diu,2023,1,18234,246909
Dadra And Nagar Haveli And Daman And Diu,Daman,2023,1,191432,522235
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2023,1,314951,3702140
Dadra And Nagar Haveli And Daman And Diu,Diu,2023,2,18972,160624
Dadra And Nagar Haveli And Daman And Diu,Daman,2023,2,199267,555514
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2023,2,328125,3369887
Dadra And Nagar Haveli And Daman And Diu,Diu,2023,3,19752,177551
Dadra And Nagar Haveli And Daman And Diu,Daman,2023,3,207437,357209
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2023,3,341846,3914753
Dadra And Nagar Haveli And Daman And Diu,Diu,2023,4,20497,1294301
Dadra And Nagar Haveli And Daman And Diu,Daman,2023,4,215319,13129081
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2023,4,354944,22155996
Delhi,South,2018,1,156706,0
Delhi,Central,2018,1,202723,0
Delhi,New Delhi,2018,1,212008,0
Delhi,West,2018,1,308558,0
Delhi,South West,2018,1,179197,0
Delhi,South East Delhi,2018,1,251213,0
Delhi,Shahdara,2018,1,114549,0
Delhi,North East,2018,1,95472,0
Delhi,East,2018,1,169295,0
Delhi,North West,2018,1,223679,0
Delhi,North,2018,1,173622,0
Delhi,South,2018,2,206935,0
Delhi,Central,2018,2,267154,0
Delhi,New Delhi,2018,2,282319,0
Delhi,West,2018,2,406877,0
Delhi,South West,2018,2,236789,0
Delhi,South East Delhi,2018,2,333350,0
Delhi,Shahdara,2018,2,152113,0
Delhi,North East,2018,2,127159,0
Delhi,East,2018,2,221449,0
Delhi,North West,2018,2,294038,0
Delhi,North,2018,2,227958,0
Delhi,South,2018,3,264628,0
Delhi,Central,2018,3,340549,0
Delhi,New Delhi,2018,3,363140,0
Delhi,West,2018,3,515854,0
Delhi,South West,2018,3,297663,0
Delhi,South East Delhi,2018,3,423177,0
Delhi,Shahdara,2018,3,192430,0
Delhi,North East,2018,3,159566,0
Delhi,East,2018,3,280847,0
Delhi,North West,2018,3,376806,0
Delhi,North,2018,3,290251,0
Delhi,South,2018,4,344311,0
Delhi,Central,2018,4,446787,0
Delhi,New Delhi,2018,4,470991,0
Delhi,West,2018,4,686653,0
Delhi,South West,2018,4,393208,0
Delhi,South East Delhi,2018,4,564640,0
Delhi,Shahdara,2018,4,257785,0
Delhi,North East,2018,4,216694,0
Delhi,East,2018,4,373139,0
Delhi,North West,2018,4,496928,0
Delhi,North,2018,4,379177,0
Delhi,South,2019,1,407519,0
Delhi,Central,2019,1,529918,0
Delhi,New Delhi,2019,1,558516,0
Delhi,West,2019,1,820526,0
Delhi,South West,2019,1,467571,0
Delhi,South East Delhi,2019,1,671667,0
Delhi,Shahdara,2019,1,310351,0
Delhi,North East,2019,1,262131,0
Delhi,East,2019,1,439639,0
Delhi,North West,2019,1,583438,0
Delhi,North,2019,1,447987,0
Delhi,South,2019,2,453829,3600582
Delhi,Central,2019,2,596940,4621588
Delhi,New Delhi,2019,2,637526,4770362
Delhi,West,2019,2,919096,6019764
Delhi,South West,2019,2,519422,3366911
Delhi,South East Delhi,2019,2,749218,5600479
Delhi,Shahdara,2019,2,352312,2162335
Delhi,North East,2019,2,298037,1839705
Delhi,East,2019,2,487121,3859544
Delhi,North West,2019,2,649377,4251847
Delhi,North,2019,2,502570,3638453
Delhi,South,2019,3,498200,13735093
Delhi,Central,2019,3,658985,18110411
Delhi,New Delhi,2019,3,705546,17907707
Delhi,West,2019,3,1008836,22146744
Delhi,South West,2019,3,567496,12320743
Delhi,South East Delhi,2019,3,821304,21257734
Delhi,Shahdara,2019,3,391827,7812781
Delhi,North East,2019,3,334361,6815269
Delhi,East,2019,3,532254,14414183
Delhi,North West,2019,3,709448,15312330
Delhi,North,2019,3,554029,13548032
Delhi,South,2019,4,533716,14624629
Delhi,Central,2019,4,711015,19757936
Delhi,New Delhi,2019,4,757888,19347259
Delhi,West,2019,4,1081496,22958268
Delhi,South West,2019,4,605482,12908740
Delhi,South East Delhi,2019,4,883080,22762701
Delhi,Shahdara,2019,4,425305,8243112
Delhi,North East,2019,4,366088,7378000
Delhi,East,2019,4,568283,15006362
Delhi,North West,2019,4,758620,15608488
Delhi,North,2019,4,598910,14087176
Delhi,South,2020,1,570329,14596406
Delhi,Central,2020,1,765149,20077306
Delhi,New Delhi,2020,1,810489,19988931
Delhi,West,2020,1,1160353,23777985
Delhi,South West,2020,1,644981,13628530
Delhi,South East Delhi,2020,1,947535,23452400
Delhi,Shahdara,2020,1,460186,8525491
Delhi,North East,2020,1,399504,7741484
Delhi,East,2020,1,604768,15229722
Delhi,North West,2020,1,814249,16316454
Delhi,North,2020,1,648654,14929277
Delhi,South,2020,2,608062,10923789
Delhi,Central,2020,2,821609,12170177
Delhi,New Delhi,2020,2,858515,13813232
Delhi,West,2020,2,1243875,19803207
Delhi,South West,2020,2,688199,13239503
Delhi,South East Delhi,2020,2,1011931,17824740
Delhi,Shahdara,2020,2,498710,7264987
Delhi,North East,2020,2,437601,8199505
Delhi,East,2020,2,641233,12112696
Delhi,North West,2020,2,877218,15252379
Delhi,North,2020,2,704186,12248038
Delhi,South,2020,3,651616,13811149
Delhi,Central,2020,3,888536,17811726
Delhi,New Delhi,2020,3,912051,19755770
Delhi,West,2020,3,1343895,27128183
Delhi,South West,2020,3,739034,16937109
Delhi,South East Delhi,2020,3,1088989,23898063
Delhi,Shahdara,2020,3,543831,10118652
Delhi,North East,2020,3,479924,10076533
Delhi,East,2020,3,685955,15039504
Delhi,North West,2020,3,946954,19440720
Delhi,North,2020,3,763389,16007620
Delhi,South,2020,4,699303,17854518
Delhi,Central,2020,4,962750,25639012
Delhi,New Delhi,2020,4,971715,26150844
Delhi,West,2020,4,1451042,34210894
Delhi,South West,2020,4,792331,20471250
Delhi,South East Delhi,2020,4,1174221,31579571
Delhi,Shahdara,2020,4,591192,12836928
Delhi,North East,2020,4,525117,12410314
Delhi,East,2020,4,734091,19059130
Delhi,North West,2020,4,1019187,23345284
Delhi,North,2020,4,827019,19876007
Delhi,South,2021,1,749173,20969765
Delhi,Central,2021,1,1035060,31035635
Delhi,New Delhi,2021,1,1039016,31041137
Delhi,West,2021,1,1559112,38915888
Delhi,South West,2021,1,849223,22664421
Delhi,South East Delhi,2021,1,1260645,37073920
Delhi,Shahdara,2021,1,636908,14514305
Delhi,North East,2021,1,567107,13760602
Delhi,East,2021,1,786308,21924687
Delhi,North West,2021,1,1094464,26122744
Delhi,North,2021,1,890194,23178496
Delhi,South,2021,2,799590,12452858
Delhi,Central,2021,2,1105640,16081193
Delhi,New Delhi,2021,2,1108471,16849531
Delhi,West,2021,2,1666267,23164797
Delhi,South West,2021,2,906878,14495551
Delhi,South East Delhi,2021,2,1346063,20866055
Delhi,Shahdara,2021,2,681073,8634338
Delhi,North East,2021,2,607021,9159772
Delhi,East,2021,2,839185,12706259
Delhi,North West,2021,2,1170137,16390828
Delhi,North,2021,2,952374,14196592
Delhi,South,2021,3,855177,16742627
Delhi,Central,2021,3,1184217,24898251
Delhi,New Delhi,2021,3,1185588,24104453
Delhi,West,2021,3,1785309,31060472
Delhi,South West,2021,3,971552,18051807
Delhi,South East Delhi,2021,3,1441462,29182451
Delhi,Shahdara,2021,3,730209,11815518
Delhi,North East,2021,3,651695,11448245
Delhi,East,2021,3,898137,16541558
Delhi,North West,2021,3,1254464,21044731
Delhi,North,2021,3,1022251,18954263
Delhi,South,2021,4,911399,25318053
Delhi,Central,2021,4,1263911,39285773
Delhi,New Delhi,2021,4,1263818,40877291
Delhi,West,2021,4,1905278,45912758
Delhi,South West,2021,4,1036466,26351151
Delhi,South East Delhi,2021,4,1537814,45953793
Delhi,Shahdara,2021,4,779798,18226720
Delhi,North East,2021,4,696743,18668707
Delhi,East,2021,4,957392,23373406
Delhi,North West,2021,4,1339480,32390512
Delhi,North,2021,4,1093028,29311189
Delhi,South,2022,1,963775,4684890
Delhi,Central,2022,1,1338465,6409314
Delhi,New Delhi,2022,1,1336911,6165616
Delhi,West,2022,1,2017435,8118532
Delhi,South West,2022,1,1097016,4590648
Delhi,South East Delhi,2022,1,1628157,7357594
Delhi,Shahdara,2022,1,826148,2924454
Delhi,North East,2022,1,739301,3042375
Delhi,East,2022,1,1013024,3852805
Delhi,North West,2022,1,1419688,5396333
Delhi,North,2022,1,1159277,4981592
Delhi,South,2022,2,1013938,4587356
Delhi,Central,2022,2,1409776,5948542
Delhi,New Delhi,2022,2,1406687,5625084
Delhi,West,2022,2,2124626,7350241
Delhi,South West,2022,2,1155288,4151379
Delhi,South East Delhi,2022,2,1714507,6702101
Delhi,Shahdara,2022,2,870461,2605709
Delhi,North East,2022,2,779621,2614033
Delhi,East,2022,2,1066632,3524812
Delhi,North West,2022,2,1496002,4758442
Delhi,North,2022,2,1222605,4685381
Delhi,South,2022,3,1065631,4638847
Delhi,Central,2022,3,1483786,5742476
Delhi,New Delhi,2022,3,1479669,5253294
Delhi,West,2022,3,2235907,6992655
Delhi,South West,2022,3,1215697,3934907
Delhi,South East Delhi,2022,3,1804123,6340232
Delhi,Shahdara,2022,3,917096,2440841
Delhi,North East,2022,3,822038,2460332
Delhi,East,2022,3,1121596,3393992
Delhi,North West,2022,3,1575473,4399466
Delhi,North,2022,3,1288507,4322456
Delhi,South,2022,4,1117981,30173803
Delhi,Central,2022,4,1558400,47227767
Delhi,New Delhi,2022,4,1552874,49393657
Delhi,West,2022,4,2348063,52947462
Delhi,South West,2022,4,1275864,29437122
Delhi,South East Delhi,2022,4,1894776,53203998
Delhi,Shahdara,2022,4,963656,21436265
Delhi,North East,2022,4,864990,20440755
Delhi,East,2022,4,1177294,25719895
Delhi,North West,2022,4,1655730,36305502
Delhi,North,2022,4,1354521,35578523
Delhi,South,2023,1,1167338,4668358
Delhi,Central,2023,1,1629248,6215071
Delhi,New Delhi,2023,1,1622600,5117085
Delhi,West,2023,1,2453869,7209475
Delhi,South West,2023,1,1333347,3788785
Delhi,South East Delhi,2023,1,1980915,6467886
Delhi,Shahdara,2023,1,1007880,2584431
Delhi,North East,2023,1,906036,2613986
Delhi,East,2023,1,1230290,3461144
Delhi,North West,2023,1,1731494,4475947
Delhi,North,2023,1,1416994,4447621
Delhi,South,2023,2,1209741,4722227
Delhi,Central,2023,2,1690547,6131587
Delhi,New Delhi,2023,2,1682305,5181082
Delhi,West,2023,2,2546575,7256938
Delhi,South West,2023,2,1383364,3822184
Delhi,South East Delhi,2023,2,2055408,6504770
Delhi,Shahdara,2023,2,1046614,2559895
Delhi,North East,2023,2,942089,2658909
Delhi,East,2023,2,1275831,3522796
Delhi,North West,2023,2,1798636,4612879
Delhi,North,2023,2,1471979,4441772
Delhi,South,2023,3,1254751,4550171
Delhi,Central,2023,3,1754227,5783803
Delhi,New Delhi,2023,3,1744588,4834414
Delhi,West,2023,3,2641529,7154042
Delhi,South West,2023,3,1435544,3830749
Delhi,South East Delhi,2023,3,2133173,6244678
Delhi,Shahdara,2023,3,1086372,2419223
Delhi,North East,2023,3,978886,2598489
Delhi,East,2023,3,1322844,3448939
Delhi,North West,2023,3,1866671,4522240
Delhi,North,2023,3,1528582,4206541
Delhi,South,2023,4,1296849,48985333
Delhi,Central,2023,4,1815323,79824178
Delhi,New Delhi,2023,4,1803952,62948469
Delhi,West,2023,4,2732926,105964542
Delhi,South West,2023,4,1484762,49945667
Delhi,South East Delhi,2023,4,2207076,82307831
Delhi,Shahdara,2023,4,1124343,53424787
Delhi,North East,2023,4,1014509,46191065
Delhi,East,2023,4,1367614,50879134
Delhi,North West,2023,4,1933267,83288102
Delhi,North,2023,4,1583005,75047516
Goa,North Goa,2018,1,57769,0
Goa,South Goa,2018,1,34167,0
Goa,North Goa,2018,2,76192,0
Goa,South Goa,2018,2,45982,0
Goa,North Goa,2018,3,95307,0
Goa,South Goa,2018,3,58495,0
Goa,North Goa,2018,4,121001,0
Goa,South Goa,2018,4,74349,0
Goa,North Goa,2019,1,147802,0
Goa,South Goa,2019,1,90350,0
Goa,North Goa,2019,2,173002,835794
Goa,South Goa,2019,2,105938,516438
Goa,North Goa,2019,3,197361,2920579
Goa,South Goa,2019,3,119833,1833313
Goa,North Goa,2019,4,220385,4020633
Goa,South Goa,2019,4,133161,2269910
Goa,North Goa,2020,1,244309,4665113
Goa,South Goa,2020,1,147591,2482120
Goa,North Goa,2020,2,267533,3107692
Goa,South Goa,2020,2,163106,2202434
Goa,North Goa,2020,3,294195,3452539
Goa,South Goa,2020,3,180767,2677227
Goa,North Goa,2020,4,326479,6920554
Goa,South Goa,2020,4,201105,4070564
Goa,North Goa,2021,1,352593,10384042
Goa,South Goa,2021,1,217442,5083630
Goa,North Goa,2021,2,376703,6869935
Goa,South Goa,2021,2,232403,5840426
Goa,North Goa,2021,3,403952,8991751
Goa,South Goa,2021,3,249506,7583360
Goa,North Goa,2021,4,430814,18057835
Goa,South Goa,2021,4,266364,10230419
Goa,North Goa,2022,1,456250,9699093
Goa,South Goa,2022,1,282378,8979705
Goa,North Goa,2022,2,480353,9824694
Goa,South Goa,2022,2,297426,9237463
Goa,North Goa,2022,3,504946,9634393
Goa,South Goa,2022,3,312884,10078371
Goa,North Goa,2022,4,527826,26805263
Goa,South Goa,2022,4,327376,16199949
Goa,North Goa,2023,1,550554,11867919
Goa,South Goa,2023,1,341631,10962012
Goa,North Goa,2023,2,571111,9966416
Goa,South Goa,2023,2,354909,10253228
Goa,North Goa,2023,3,593176,12566389
Goa,South Goa,2023,3,368655,11451325
Goa,North Goa,2023,4,613836,41802647
Goa,South Goa,2023,4,382087,23066256
Gujarat,Anand,2018,1,68052,0
Gujarat,Jamnagar,2018,1,52416,0
Gujarat,Devbhumi Dwarka,2018,1,15809,0
Gujarat,Rajkot,2018,1,133017,0
Gujarat,Aravallis,2018,1,21932,0
Gujarat,Chhotaudepur,2018,1,6581,0
Gujarat,Botad,2018,1,23738,0
Gujarat,Bharuch,2018,1,101575,0
Gujarat,Bhavnagar,2018,1,87683,0
Gujarat,Junagadh,2018,1,35171,0
Gujarat,Mahesana,2018,1,97004,0
Gujarat,The Dangs,2018,1,2285,0
Gujarat,Kheda,2018,1,43776,0
Gujarat,Surat,2018,1,489852,0
Gujarat,Porbandar,2018,1,12401,0
Gujarat,Gandhinagar,2018,1,118201,0
Gujarat,Panch Mahals,2018,1,32263,0
Gujarat,Narmada,2018,1,6464,0
Gujarat,Gir Somnath,2018,1,28292,0
Gujarat,Valsad,2018,1,80138,0
Gujarat,Mahisagar,2018,1,11048,0
Gujarat,Sabar Kantha,2018,1,45018,0
Gujarat,Tapi,2018,1,14231,0
Gujarat,Vadodara,2018,1,205722,0
Gujarat,Banas Kantha,2018,1,93506,0
