State,District,Year,Quarter,Trans_Count,Amount
Bihar,Arwal,2022,4,1753363,3359266564.982947
Bihar,Vaishali,2022,4,13468090,26133475409.36425
Bihar,Pashchim Champaran,2022,4,13798685,25203288880.711174
Bihar,Gopalganj,2022,4,8691592,16157351383.92667
Bihar,Lakhisarai,2022,4,2222938,4387567183.802448
Bihar,Aurangabad,2022,4,7443654,14382742226.580898
Bihar,Kaimur Bhabua,2022,4,2948908,6480522741.600658
Bihar,Araria,2022,4,7506762,15306990824.123127
Bihar,Munger,2022,4,3517170,6540000510.843186
Bihar,Katihar,2022,4,9792573,17698024129.87237
Bihar,Khagaria,2022,4,4032933,8408292444.20792
Bihar,Saharsa,2022,4,5976774,11202536901.796572
Bihar,Bhagalpur,2022,4,8897955,16890265333.161451
Bihar,Madhubani,2022,4,12545809,23814034850.984543
Bihar,Kishanganj,2022,4,4547825,10323745245.981773
Bihar,Gaya,2022,4,14024331,28395718045.336975
Bihar,Samastipur,2022,4,13239614,25127091204.346607
Bihar,Banka,2022,4,4955109,8935956598.64038
Bihar,Purbi Champaran,2022,4,19272446,36872763823.28027
Bihar,Sheohar,2022,4,1532102,3282461020.338641
Bihar,Bhojpur,2022,4,5892545,12508501978.733713
Bihar,Madhepura,2023,1,9325422,18403681915.0
Bihar,Purnia,2023,1,18584968,34053061521.0
Bihar,Nalanda,2023,1,12150263,24530855115.0
Bihar,Buxar,2023,1,5848393,13034232514.0
Bihar,Darbhanga,2023,1,19794010,37292632745.0
Bihar,Nawada,2023,1,8765279,18377265005.0
Bihar,Jamui,2023,1,7623375,14398401252.0
Bihar,Sheikhpura,2023,1,2064752,4530096302.0
Bihar,Siwan,2023,1,17788864,33505364500.0
Bihar,Muzaffarpur,2023,1,28886927,56400533688.0
Bihar,Patna,2023,1,69820541,112520666995.0
Bihar,Jehanabad,2023,1,4742795,8944289704.0
Bihar,Rohtas,2023,1,14339901,31870801749.0
Bihar,Begusarai,2023,1,13593673,24643026366.0
Bihar,Supaul,2023,1,11188599,21298062049.0
Bihar,Sitamarhi,2023,1,13145826,26714708651.0
Bihar,Saran,2023,1,18242895,34998196534.0
Bihar,Arwal,2023,1,2502105,5071956116.0
Bihar,Vaishali,2023,1,17216468,33543187131.0
Bihar,Pashchim Champaran,2023,1,24252692,44729618090.0
Bihar,Gopalganj,2023,1,14225694,25963151872.0
Bihar,Lakhisarai,2023,1,3917986,7603564543.0
Bihar,Aurangabad,2023,1,12784275,25828345171.0
Bihar,Kaimur Bhabua,2023,1,5540181,12355271722.0
Bihar,Araria,2023,1,13966242,26702786410.0
Bihar,Munger,2023,1,5690436,10205485142.0
Bihar,Katihar,2023,1,17506326,31136452032.0
Bihar,Khagaria,2023,1,6964087,13942090816.0
Bihar,Saharsa,2023,1,10201965,19055033369.0
Bihar,Bhagalpur,2023,1,16078316,28839269423.0
Bihar,Madhubani,2023,1,20101659,38852004241.0
Bihar,Kishanganj,2023,1,8133638,18605794600.0
Bihar,Gaya,2023,1,23452237,47501890223.0
Bihar,Samastipur,2023,1,18568228,35295604286.0
Bihar,Banka,2023,1,5555850,10066290297.0
Bihar,Purbi Champaran,2023,1,32313824,60944611798.0
Bihar,Sheohar,2023,1,2578708,5284271246.0
Bihar,Bhojpur,2023,1,10373795,22234404811.0
Bihar,Madhepura,2023,2,11542899,23663784354.0
Bihar,Purnia,2023,2,23962134,43347802163.0
Bihar,Nalanda,2023,2,13452507,26580755603.0
Bihar,Buxar,2023,2,7375631,15191543693.0
Bihar,Darbhanga,2023,2,24714109,44529831252.0
Bihar,Nawada,2023,2,10712609,21162477632.0
Bihar,Jamui,2023,2,9400437,16599848901.0
Bihar,Sheikhpura,2023,2,2525600,5249484763.0
Bihar,Siwan,2023,2,23055961,41236183249.0
Bihar,Muzaffarpur,2023,2,36854628,66973720424.0
Bihar,Patna,2023,2,86311917,130723225180.0
Bihar,Jehanabad,2023,2,5620623,10095388597.0
Bihar,Rohtas,2023,2,16205894,34071204262.0
Bihar,Begusarai,2023,2,17168596,29251611911.0
Bihar,Supaul,2023,2,13507753,25849203741.0
Bihar,Sitamarhi,2023,2,16838730,31360327330.0
Bihar,Saran,2023,2,25029090,44329380967.0
Bihar,Arwal,2023,2,3095085,5725798581.0
Bihar,Vaishali,2023,2,21976754,39976290621.0
Bihar,Pashchim Champaran,2023,2,29419863,49527742510.0
Bihar,Gopalganj,2023,2,18186585,31242743268.0
Bihar,Lakhisarai,2023,2,4808552,8868911131.0
Bihar,Aurangabad,2023,2,15833640,28881245867.0
Bihar,Kaimur Bhabua,2023,2,6954614,14209837446.0
Bihar,Araria,2023,2,17405238,33009288137.0
Bihar,Munger,2023,2,7081033,12235379574.0
Bihar,Katihar,2023,2,21366056,38141384302.0
Bihar,Khagaria,2023,2,8710333,17833659050.0
Bihar,Saharsa,2023,2,12642702,23270182042.0
Bihar,Bhagalpur,2023,2,20048497,34770992914.0
Bihar,Madhubani,2023,2,25118136,46338955995.0
Bihar,Kishanganj,2023,2,9784026,20794017657.0
Bihar,Gaya,2023,2,28494001,52818315995.0
Bihar,Samastipur,2023,2,24164490,42663933231.0
Bihar,Banka,2023,2,6994793,12279532656.0
Bihar,Purbi Champaran,2023,2,41126238,71129044926.0
Bihar,Sheohar,2023,2,3284512,6245734376.0
Bihar,Bhojpur,2023,2,13158828,25867981089.0
Bihar,Madhepura,2023,3,12813433,20946452598.0
Bihar,Purnia,2023,3,26117076,41106386017.0
Bihar,Nalanda,2023,3,15670839,26840065359.0
Bihar,Buxar,2023,3,7729276,13496244054.0
Bihar,Darbhanga,2023,3,25004950,40227356501.0
Bihar,Nawada,2023,3,11243134,20028300790.0
Bihar,Jamui,2023,3,9885198,15073924901.0
Bihar,Sheikhpura,2023,3,2633192,4777596815.0
Bihar,Siwan,2023,3,22990470,36385241046.0
Bihar,Muzaffarpur,2023,3,39925101,63480145583.0
Bihar,Patna,2023,3,98013455,132269181273.0
Bihar,Jehanabad,2023,3,6039125,9184224648.0
Bihar,Rohtas,2023,3,18374339,31424087593.0
Bihar,Begusarai,2023,3,18636319,28653037292.0
Bihar,Supaul,2023,3,15048425,23387836097.0
Bihar,Sitamarhi,2023,3,17777032,29866396523.0
Bihar,Saran,2023,3,25074640,39510216437.0
Bihar,Arwal,2023,3,3230923,5014433549.0
Bihar,Vaishali,2023,3,23197818,38393550769.0
Bihar,Pashchim Champaran,2023,3,31785835,46327159902.0
Bihar,Gopalganj,2023,3,18686708,28113653750.0
Bihar,Lakhisarai,2023,3,4989085,8188044117.0
Bihar,Aurangabad,2023,3,16186417,25093932305.0
Bihar,Kaimur Bhabua,2023,3,6869866,11501060692.0
Bihar,Araria,2023,3,19013036,30037601189.0
Bihar,Munger,2023,3,7591685,11642626962.0
Bihar,Katihar,2023,3,23271929,37125678911.0
Bihar,Khagaria,2023,3,9296027,16415975391.0
Bihar,Saharsa,2023,3,14055183,21526923179.0
Bihar,Bhagalpur,2023,3,22499005,33667848652.0
Bihar,Madhubani,2023,3,24869170,39816948772.0
Bihar,Kishanganj,2023,3,10519614,19500387298.0
Bihar,Gaya,2023,3,30917980,50771344474.0
Bihar,Samastipur,2023,3,25290002,40545364202.0
Bihar,Banka,2023,3,7764072,11847467567.0
Bihar,Purbi Champaran,2023,3,44286078,66901163763.0
Bihar,Sheohar,2023,3,3536978,5982836841.0
Bihar,Bhojpur,2023,3,13405336,23082667554.0
Bihar,Madhepura,2023,4,16314704,25953393004.0
Bihar,Purnia,2023,4,32315055,50440973972.0
Bihar,Nalanda,2023,4,18943925,32175430860.0
Bihar,Buxar,2023,4,10203979,17974519468.0
Bihar,Darbhanga,2023,4,31997125,50219810870.0
Bihar,Nawada,2023,4,14298322,24384782742.0
Bihar,Jamui,2023,4,12816166,18433272566.0
Bihar,Sheikhpura,2023,4,3465555,6071756875.0
Bihar,Siwan,2023,4,29765524,47526719176.0
Bihar,Muzaffarpur,2023,4,50819243,80792893968.0
Bihar,Patna,2023,4,107884364,150536099493.0
Bihar,Jehanabad,2023,4,7289747,11070071309.0
Bihar,Rohtas,2023,4,23757182,40451657525.0
Bihar,Begusarai,2023,4,24202009,36537490489.0
Bihar,Supaul,2023,4,19683416,29389875694.0
Bihar,Sitamarhi,2023,4,23396793,38001925613.0
Bihar,Saran,2023,4,32707531,51819712710.0
Bihar,Arwal,2023,4,4148425,6250986574.0
Bihar,Vaishali,2023,4,29436816,47854928670.0
Bihar,Pashchim Champaran,2023,4,42704615,60667879800.0
Bihar,Gopalganj,2023,4,23915882,36255486210.0
Bihar,Lakhisarai,2023,4,6628616,10529822673.0
Bihar,Aurangabad,2023,4,21126612,32838127184.0
Bihar,Kaimur Bhabua,2023,4,9490454,15598837039.0
Bihar,Araria,2023,4,23696775,37016813129.0
Bihar,Munger,2023,4,9696023,14398100381.0
Bihar,Katihar,2023,4,28970672,44809004216.0
Bihar,Khagaria,2023,4,12413621,21020981658.0
Bihar,Saharsa,2023,4,17649403,26226093746.0
Bihar,Bhagalpur,2023,4,27257966,40676562918.0
Bihar,Madhubani,2023,4,33062836,51381268316.0
Bihar,Kishanganj,2023,4,13140724,24152415977.0
Bihar,Gaya,2023,4,38352964,62551956156.0
Bihar,Samastipur,2023,4,32829529,51973065647.0
Bihar,Banka,2023,4,9650018,14358136619.0
Bihar,Purbi Champaran,2023,4,58005442,86733974303.0
Bihar,Sheohar,2023,4,4774031,7810080512.0
Bihar,Bhojpur,2023,4,17615210,29850900353.0
Chandigarh,Chandigarh,2018,1,381895,613435420.8676233
Chandigarh,Chandigarh,2018,2,479084,961223261.74473
Chandigarh,Chandigarh,2018,3,616936,1369354447.5343118
Chandigarh,Chandigarh,2018,4,905116,2032591591.779975
Chandigarh,Chandigarh,2019,1,1274476,2396032050.444029
Chandigarh,Chandigarh,2019,2,1252470,2693116098.9444556
Chandigarh,Chandigarh,2019,3,1506543,3269682087.660841
Chandigarh,Chandigarh,2019,4,1850915,4152513817.939354
Chandigarh,Chandigarh,2020,1,2262511,5126453070.016205
Chandigarh,Chandigarh,2020,2,1528010,3847015729.690074
Chandigarh,Chandigarh,2020,3,2158086,5089809353.36507
Chandigarh,Chandigarh,2020,4,2912716,6146762901.349346
Chandigarh,Chandigarh,2021,1,3970237,7596420859.545994
Chandigarh,Chandigarh,2021,2,4417547,8417673939.936101
Chandigarh,Chandigarh,2021,3,6649378,11815883004.693304
Chandigarh,Chandigarh,2021,4,7898903,14373583510.61845
Chandigarh,Chandigarh,2022,1,8600491,15174991549.84
Chandigarh,Chandigarh,2022,2,10772489,17283500158.371002
Chandigarh,Chandigarh,2022,3,13478173,20559757737.405857
Chandigarh,Chandigarh,2022,4,17904840,27879754566.939415
Chandigarh,Chandigarh,2023,1,9815605,12824894394.0
Chandigarh,Chandigarh,2023,2,11553687,14414408750.0
Chandigarh,Chandigarh,2023,3,13052165,15426783311.0
Chandigarh,Chandigarh,2023,4,13280078,16281223001.0
Chhattisgarh,Dhamtari,2018,1,40907,36969406.65169988
Chhattisgarh,Korba,2018,1,93345,99366683.13643219
Chhattisgarh,Surajpur,2018,1,35573,34242977.1533452
Chhattisgarh,Baloda Bazar,2018,1,61987,55455251.90835041
Chhattisgarh,Sukma,2018,1,3825,6509136.045384104
Chhattisgarh,Raigarh,2018,1,133135,140463994.72274816
Chhattisgarh,Janjgir Champa,2018,1,219761,223984259.54781693
Chhattisgarh,Jashpur,2018,1,41174,39068620.43575929
Chhattisgarh,Balod,2018,1,36121,33548672.664485324
Chhattisgarh,Kabirdham,2018,1,32615,22661025.448303588
Chhattisgarh,Surguja,2018,1,68251,77822921.04137452
Chhattisgarh,Dantewada,2018,1,8452,12999922.810604937
Chhattisgarh,Gariyaband,2018,1,40648,38684589.83509959
Chhattisgarh,Durg,2018,1,226774,274435199.8248116
Chhattisgarh,Rajnandgaon,2018,1,73040,79830832.05145703
Chhattisgarh,Raipur,2018,1,323570,474633363.8981755
Chhattisgarh,Narayanpur,2018,1,2998,2964107.201561708
Chhattisgarh,Kanker,2018,1,29788,28373231.31840328
Chhattisgarh,Korea,2018,1,39025,44008432.87485616
Chhattisgarh,Mungeli,2018,1,19819,15819138.35146201
Chhattisgarh,Bilaspur,2018,1,158509,169865045.94570604
Chhattisgarh,Balrampur,2018,1,29546,41793646.192111745
Chhattisgarh,Bijapur,2018,1,5863,10478592.789207593
Chhattisgarh,Bemetara,2018,1,41406,40326244.06428747
Chhattisgarh,Bastar,2018,1,38895,50365512.88669063
Chhattisgarh,Kondagaon,2018,1,22249,25283402.36998293
Chhattisgarh,Mahasamund,2018,1,64238,69201346.06665277
Chhattisgarh,Dhamtari,2018,2,64767,75916210.48885134
Chhattisgarh,Korba,2018,2,138391,211036250.02659774
Chhattisgarh,Surajpur,2018,2,52149,71214642.79943518
Chhattisgarh,Baloda Bazar,2018,2,92920,133808358.16844037
Chhattisgarh,Sukma,2018,2,6329,17216596.73504253
Chhattisgarh,Raigarh,2018,2,190903,269228922.7693977
Chhattisgarh,Janjgir Champa,2018,2,402022,565626317.3622495
Chhattisgarh,Jashpur,2018,2,57456,81880457.75661291
Chhattisgarh,Balod,2018,2,51273,55679688.81664646
Chhattisgarh,Kabirdham,2018,2,45836,50368745.15026155
Chhattisgarh,Surguja,2018,2,94260,156057826.47418585
Chhattisgarh,Dantewada,2018,2,16759,33319758.30556655
Chhattisgarh,Gariyaband,2018,2,54234,69652731.44749868
Chhattisgarh,Durg,2018,2,302345,466514532.1427194
Chhattisgarh,Rajnandgaon,2018,2,118132,152826147.2432136
Chhattisgarh,Raipur,2018,2,470127,841704574.3248034
Chhattisgarh,Narayanpur,2018,2,4613,6008458.096208755
Chhattisgarh,Kanker,2018,2,39505,60601702.39365116
Chhattisgarh,Korea,2018,2,54668,95050511.51330401
Chhattisgarh,Mungeli,2018,2,31126,36967297.02084474
Chhattisgarh,Bilaspur,2018,2,227499,324449553.2865913
Chhattisgarh,Balrampur,2018,2,45309,112473572.26822115
Chhattisgarh,Bijapur,2018,2,12815,26201133.89758309
Chhattisgarh,Bemetara,2018,2,61257,80647586.92949432
Chhattisgarh,Bastar,2018,2,57153,96021635.6917436
Chhattisgarh,Kondagaon,2018,2,31090,49190220.37838579
Chhattisgarh,Mahasamund,2018,2,93218,124507011.67411298
Chhattisgarh,Dhamtari,2018,3,82428,117488009.0239144
Chhattisgarh,Korba,2018,3,184852,293436194.59698164
Chhattisgarh,Surajpur,2018,3,70726,117394526.2211022
Chhattisgarh,Baloda Bazar,2018,3,127539,204693992.96310723
Chhattisgarh,Sukma,2018,3,14906,34497222.33322545
Chhattisgarh,Raigarh,2018,3,263831,410153295.34528005
Chhattisgarh,Janjgir Champa,2018,3,544027,761781545.6720302
Chhattisgarh,Jashpur,2018,3,68085,107652984.44522895
Chhattisgarh,Balod,2018,3,71561,92661258.52399492
Chhattisgarh,Kabirdham,2018,3,59769,79081577.09812817
Chhattisgarh,Surguja,2018,3,123129,222467433.69994545
Chhattisgarh,Dantewada,2018,3,30707,61983191.57948123
Chhattisgarh,Gariyaband,2018,3,68853,100197481.7308268
Chhattisgarh,Durg,2018,3,397408,670651315.7474772
Chhattisgarh,Rajnandgaon,2018,3,154856,234428137.06427848
Chhattisgarh,Raipur,2018,3,659871,1235190303.9525878
Chhattisgarh,Narayanpur,2018,3,10326,14992218.067332882
Chhattisgarh,Kanker,2018,3,62200,99066430.65690401
Chhattisgarh,Korea,2018,3,79975,151849657.85464737
Chhattisgarh,Mungeli,2018,3,40168,58982986.65258928
Chhattisgarh,Bilaspur,2018,3,335751,498127861.8344182
Chhattisgarh,Balrampur,2018,3,59664,150052868.27342016
Chhattisgarh,Bijapur,2018,3,23318,52221607.48542527
Chhattisgarh,Bemetara,2018,3,73056,110600944.88712542
Chhattisgarh,Bastar,2018,3,84286,152773164.90885538
Chhattisgarh,Kondagaon,2018,3,42641,70026983.47794574
Chhattisgarh,Mahasamund,2018,3,125671,199853879.35012454
Chhattisgarh,Dhamtari,2018,4,108799,164708733.96832758
Chhattisgarh,Korba,2018,4,270387,480365449.42326164
Chhattisgarh,Surajpur,2018,4,109764,192938270.21663088
Chhattisgarh,Baloda Bazar,2018,4,190033,295982106.36890244
Chhattisgarh,Sukma,2018,4,29759,66493047.42363013
Chhattisgarh,Raigarh,2018,4,371009,609355216.1028209
Chhattisgarh,Janjgir Champa,2018,4,669790,1023380162.572681
Chhattisgarh,Jashpur,2018,4,91425,181439133.7637751
Chhattisgarh,Balod,2018,4,101967,149467198.1419273
Chhattisgarh,Kabirdham,2018,4,90957,130261125.4707921
Chhattisgarh,Surguja,2018,4,174043,354179706.54506606
Chhattisgarh,Dantewada,2018,4,51960,114087585.90967672
Chhattisgarh,Gariyaband,2018,4,82751,154467158.4469632
Chhattisgarh,Durg,2018,4,529904,944287367.5683255
Chhattisgarh,Rajnandgaon,2018,4,204099,352901504.78259885
Chhattisgarh,Raipur,2018,4,891868,1740861108.0445876
Chhattisgarh,Narayanpur,2018,4,20798,37921533.67589848
Chhattisgarh,Kanker,2018,4,102769,204619479.11186063
Chhattisgarh,Korea,2018,4,122536,237083469.33324972
Chhattisgarh,Mungeli,2018,4,82792,106414846.43663485
Chhattisgarh,Bilaspur,2018,4,471373,730446431.89519
Chhattisgarh,Balrampur,2018,4,92320,247643052.91707128
Chhattisgarh,Bijapur,2018,4,38826,83030265.77317062
Chhattisgarh,Bemetara,2018,4,100405,156087709.93434596
Chhattisgarh,Bastar,2018,4,123188,240073969.67640284
Chhattisgarh,Kondagaon,2018,4,63449,120750465.63868642
Chhattisgarh,Mahasamund,2018,4,178873,297166565.82886094
Chhattisgarh,Dhamtari,2019,1,127393,209101529.89930615
Chhattisgarh,Korba,2019,1,372554,577233813.7773559
Chhattisgarh,Surajpur,2019,1,147208,231844122.91644695
Chhattisgarh,Baloda Bazar,2019,1,241579,389323840.7684001
Chhattisgarh,Sukma,2019,1,43905,89330823.71831319
Chhattisgarh,Raigarh,2019,1,487271,806661077.7315385
Chhattisgarh,Janjgir Champa,2019,1,772956,1002709901.1296669
Chhattisgarh,Jashpur,2019,1,110172,222488873.21001586
Chhattisgarh,Balod,2019,1,121587,177414584.9702202
Chhattisgarh,Kabirdham,2019,1,119875,163043397.68265548
Chhattisgarh,Surguja,2019,1,227723,429088362.04631805
Chhattisgarh,Dantewada,2019,1,63018,131673356.21701257
Chhattisgarh,Gariyaband,2019,1,92577,168035253.84766734
Chhattisgarh,Durg,2019,1,1008156,1453318461.819101
Chhattisgarh,Rajnandgaon,2019,1,247733,400107405.4412125
Chhattisgarh,Raipur,2019,1,1847370,2956050311.786186
Chhattisgarh,Narayanpur,2019,1,26074,49783663.73427805
Chhattisgarh,Kanker,2019,1,122627,239779871.56521487
Chhattisgarh,Korea,2019,1,161384,271127156.53484166
Chhattisgarh,Mungeli,2019,1,79597,130902009.1119632
Chhattisgarh,Bilaspur,2019,1,760633,1049002076.6296932
Chhattisgarh,Balrampur,2019,1,115076,312596791.4590051
Chhattisgarh,Bijapur,2019,1,47810,92607592.19433284
Chhattisgarh,Bemetara,2019,1,110242,185597215.99455848
Chhattisgarh,Bastar,2019,1,164104,303174307.19293064
Chhattisgarh,Kondagaon,2019,1,73753,132832437.79960512
Chhattisgarh,Mahasamund,2019,1,195292,369728146.1505085
Chhattisgarh,Dhamtari,2019,2,129792,224601064.60839948
Chhattisgarh,Korba,2019,2,333692,647738439.6403924
Chhattisgarh,Surajpur,2019,2,132413,271873847.06389415
Chhattisgarh,Baloda Bazar,2019,2,221143,425860968.55239475
Chhattisgarh,Sukma,2019,2,49779,135038882.88271204
Chhattisgarh,Raigarh,2019,2,431031,837453321.4246501
Chhattisgarh,Janjgir Champa,2019,2,559574,924458855.5334843
Chhattisgarh,Jashpur,2019,2,117254,264280533.1828053
Chhattisgarh,Balod,2019,2,126367,214449206.33355334
Chhattisgarh,Kabirdham,2019,2,112190,192177770.6921211
Chhattisgarh,Surguja,2019,2,217707,486013730.88778156
Chhattisgarh,Dantewada,2019,2,67171,170474770.36004472
Chhattisgarh,Gariyaband,2019,2,88745,183912563.08200598
Chhattisgarh,Durg,2019,2,1547551,2380514730.2993526
Chhattisgarh,Rajnandgaon,2019,2,254329,483937834.9265368
Chhattisgarh,Raipur,2019,2,3068366,5288462569.173023
Chhattisgarh,Narayanpur,2019,2,28248,53965415.92474572
Chhattisgarh,Kanker,2019,2,126925,288031799.8913356
Chhattisgarh,Korea,2019,2,144064,294485943.6771824
Chhattisgarh,Mungeli,2019,2,77646,155911222.3354161
Chhattisgarh,Bilaspur,2019,2,845039,1454675923.9684186
Chhattisgarh,Balrampur,2019,2,119100,347340407.5913938
Chhattisgarh,Bijapur,2019,2,62405,165337534.91376665
Chhattisgarh,Bemetara,2019,2,109005,196623353.23445675
Chhattisgarh,Bastar,2019,2,162781,366941641.6442934
Chhattisgarh,Kondagaon,2019,2,71252,156325610.65860105
Chhattisgarh,Mahasamund,2019,2,186376,391467746.3395828
Chhattisgarh,Dhamtari,2019,3,178554,267008482.5539409
Chhattisgarh,Korba,2019,3,423953,720041271.8570987
Chhattisgarh,Surajpur,2019,3,164739,289672854.9581479
Chhattisgarh,Baloda Bazar,2019,3,290500,476320269.71492374
Chhattisgarh,Sukma,2019,3,69659,156368729.4516258
Chhattisgarh,Raigarh,2019,3,551609,927881426.8494444
Chhattisgarh,Janjgir Champa,2019,3,796397,1162313123.0965266
Chhattisgarh,Jashpur,2019,3,152015,259121301.67828047
Chhattisgarh,Balod,2019,3,162963,249468764.90815693
Chhattisgarh,Kabirdham,2019,3,143834,217234590.1639042
Chhattisgarh,Surguja,2019,3,293050,535846373.88721716
Chhattisgarh,Dantewada,2019,3,100063,207146775.6195376
Chhattisgarh,Gariyaband,2019,3,118147,198947427.66690576
Chhattisgarh,Durg,2019,3,2023250,2714043340.330802
Chhattisgarh,Rajnandgaon,2019,3,347908,543905597.005911
Chhattisgarh,Raipur,2019,3,3977297,6485603479.074835
Chhattisgarh,Narayanpur,2019,3,38609,62303879.75476987
Chhattisgarh,Kanker,2019,3,187349,350436897.75481415
Chhattisgarh,Korea,2019,3,179034,332214564.5644927
Chhattisgarh,Mungeli,2019,3,91597,160821668.56034932
Chhattisgarh,Bilaspur,2019,3,998165,1661024492.5870595
Chhattisgarh,Balrampur,2019,3,149868,357557994.34776396
Chhattisgarh,Bijapur,2019,3,91833,198283499.35625884
Chhattisgarh,Bemetara,2019,3,144795,215769361.95399207
Chhattisgarh,Bastar,2019,3,223444,425608185.8589128
Chhattisgarh,Kondagaon,2019,3,98865,176502268.42671663
Chhattisgarh,Mahasamund,2019,3,245614,451812545.4709327
Chhattisgarh,Dhamtari,2019,4,226628,364594358.2390928
Chhattisgarh,Korba,2019,4,579614,1007648571.7689122
Chhattisgarh,Surajpur,2019,4,224124,411575360.19320095
Chhattisgarh,Baloda Bazar,2019,4,372076,645723475.139449
Chhattisgarh,Sukma,2019,4,84343,205940213.5776856
Chhattisgarh,Raigarh,2019,4,727666,1244726770.8233235
Chhattisgarh,Janjgir Champa,2019,4,869528,1362421999.961806
Chhattisgarh,Jashpur,2019,4,194854,350361155.7118863
Chhattisgarh,Balod,2019,4,211986,332199715.104324
Chhattisgarh,Kabirdham,2019,4,185476,282998909.3669796
Chhattisgarh,Surguja,2019,4,398053,730934546.7175045
Chhattisgarh,Dantewada,2019,4,117225,265146167.73870057
Chhattisgarh,Gariyaband,2019,4,147799,255244213.77110636
Chhattisgarh,Durg,2019,4,2628735,3617557460.4601965
Chhattisgarh,Rajnandgaon,2019,4,445558,711713323.6292998
Chhattisgarh,Raipur,2019,4,5644383,9527539915.79604
Chhattisgarh,Narayanpur,2019,4,46004,79062278.68644199
Chhattisgarh,Kanker,2019,4,232027,452866036.0415764
